game_id,date,teams,game_no,market,sub_market,projected_value,projected_probability,pick,line_at_projection,closing_line,closing_novig_p_away,actual_outcome,correct,signed_error,abs_error,brier,logloss,fav,day_night,completed,notes,stored_correct
2250035,2026-03-28,NYY@SF,1,FG,TOTAL,8.50,0.3772,UNDER,8.5,,,UNDER,1,4.50,4.50,0.142280,0.473530,away_fav,night,1,,
2250036,2026-03-28,DET@SD,1,FG,ML,,0.4454,HOME,-108,,,HOME,1,,,0.198381,0.589508,away_fav,night,1,,
2250036,2026-03-28,DET@SD,1,FG,RL,-0.59,,HOME,-1.5/-215,,,HOME,1,2.41,2.41,,,away_fav,night,1,,
2250036,2026-03-28,DET@SD,1,FG,TOTAL,8.00,0.4440,UNDER,8,,,UNDER,1,5.00,5.00,0.197136,0.586987,away_fav,night,1,,
2250037,2026-03-28,CLE@SEA,1,FG,ML,,0.4222,HOME,+158,,,AWAY,0,,,0.333853,0.862276,home_fav,night,1,,
2250037,2026-03-28,CLE@SEA,1,FG,RL,-0.78,,AWAY,+1.5/+133,,,AWAY,1,-1.78,1.78,,,home_fav,night,1,,
2250037,2026-03-28,CLE@SEA,1,FG,TOTAL,7.00,0.4660,UNDER,7,,,OVER,0,-4.00,4.00,0.285156,0.763570,home_fav,night,1,,
2252307,2026-03-28,ARI@LAD,1,FG,ML,,0.3729,HOME,+209,,,HOME,1,,,0.139054,0.466649,home_fav,night,1,,
2252307,2026-03-28,ARI@LAD,1,FG,RL,-1.43,,AWAY,+1.5/-103,,,AWAY,1,-0.43,0.43,,,home_fav,night,1,,
2252307,2026-03-28,ARI@LAD,1,FG,TOTAL,8.50,0.4305,UNDER,8.5,,,UNDER,1,3.50,3.50,0.185330,0.562996,home_fav,night,1,,
2250038,2026-03-29,MIN@BAL,1,FG,ML,,0.4402,HOME,+135,,,HOME,1,,,0.193776,0.580176,home_fav,day,1,,
2250038,2026-03-29,MIN@BAL,1,FG,RL,-0.71,,AWAY,+1.5/+130,,,HOME,0,1.29,1.29,,,home_fav,day,1,,
2250038,2026-03-29,MIN@BAL,1,FG,TOTAL,9.00,0.4559,UNDER,9,,,OVER,0,-5.00,5.00,0.296045,0.785482,home_fav,day,1,,
2250039,2026-03-29,TEX@PHI,1,FG,ML,,0.3784,HOME,+135,,,AWAY,0,,,0.386387,0.971803,home_fav,day,1,,
2250039,2026-03-29,TEX@PHI,1,FG,RL,-1.51,,HOME,+1.5/-100,,,AWAY,0,-6.51,6.51,,,home_fav,day,1,,
2250039,2026-03-29,TEX@PHI,1,FG,TOTAL,8.00,0.5623,OVER,8,,,OVER,1,-3.00,3.00,0.191581,0.575720,home_fav,day,1,,
2250040,2026-03-29,KC@ATL,1,FG,ML,,0.3990,HOME,+126,,,AWAY,0,,,0.361201,0.918794,home_fav,day,1,,
2250040,2026-03-29,KC@ATL,1,FG,RL,-1.24,,AWAY,+1.5/+109,,,AWAY,1,-4.24,4.24,,,home_fav,day,1,,
2250040,2026-03-29,KC@ATL,1,FG,TOTAL,8.00,0.5556,OVER,8,,,UNDER,0,3.00,3.00,0.308691,0.811030,home_fav,day,1,,
2250041,2026-03-29,ATH@TOR,1,FG,ML,,0.4762,HOME,+129,,,HOME,1,,,0.226766,0.646645,home_fav,day,1,,
2250041,2026-03-29,ATH@TOR,1,FG,RL,-0.29,,AWAY,+1.5/+145,,,HOME,0,2.71,2.71,,,home_fav,day,1,,
2250041,2026-03-29,ATH@TOR,1,FG,TOTAL,9.00,0.5103,OVER,9,,,UNDER,0,2.00,2.00,0.260406,0.713962,home_fav,day,1,,
2250042,2026-03-29,BOS@CIN,1,FG,ML,,0.5165,AWAY,-130,,,HOME,0,,,0.266772,0.726704,away_fav,day,1,,
2250042,2026-03-29,BOS@CIN,1,FG,RL,0.18,,HOME,-1.5/-161,,,HOME,1,1.18,1.18,,,away_fav,day,1,,
2250042,2026-03-29,BOS@CIN,1,FG,TOTAL,8.50,0.4211,UNDER,8.5,,,UNDER,1,3.50,3.50,0.177325,0.546626,away_fav,day,1,,
2250043,2026-03-29,PIT@NYM,1,FG,ML,,0.3810,HOME,+153,,,AWAY,0,,,0.383161,0.964956,home_fav,day,1,,
2250043,2026-03-29,PIT@NYM,1,FG,RL,-1.34,,AWAY,+1.5/+106,,,AWAY,1,-2.34,2.34,,,home_fav,day,1,,
2250043,2026-03-29,PIT@NYM,1,FG,TOTAL,7.50,0.5221,OVER,7.5,,,UNDER,0,0.50,0.50,0.272588,0.738354,home_fav,day,1,,
2250044,2026-03-29,COL@MIA,1,FG,ML,,0.4870,HOME,+159,,,HOME,1,,,0.237169,0.667479,home_fav,day,1,,
2250044,2026-03-29,COL@MIA,1,FG,RL,-0.15,,AWAY,+1.5/+158,,,AWAY,1,0.85,0.85,,,home_fav,day,1,,
2250044,2026-03-29,COL@MIA,1,FG,TOTAL,8.00,0.5005,OVER,8,,,UNDER,0,1.00,1.00,0.250500,0.694148,home_fav,day,1,,
2250045,2026-03-29,LAA@HOU,1,FG,ML,,0.3675,HOME,+144,,,HOME,1,,,0.135056,0.458075,home_fav,day,1,,
2250045,2026-03-29,LAA@HOU,1,FG,RL,-1.71,,HOME,+1.5/-107,,,HOME,1,0.29,0.29,,,home_fav,day,1,,
2250045,2026-03-29,LAA@HOU,1,FG,TOTAL,9.00,0.5217,OVER,9,,,OVER,1,-7.00,7.00,0.228771,0.650663,home_fav,day,1,,
2250046,2026-03-29,CWS@MIL,1,FG,ML,,0.3777,HOME,+141,,,HOME,1,,,0.142657,0.474333,home_fav,day,1,,
2250046,2026-03-29,CWS@MIL,1,FG,RL,-1.56,,HOME,+1.5/-102,,,HOME,1,0.44,0.44,,,home_fav,day,1,,
2250046,2026-03-29,CWS@MIL,1,FG,TOTAL,7.50,0.6291,OVER,7.5,,,OVER,1,-8.50,8.50,0.137567,0.463465,home_fav,day,1,,
2250047,2026-03-29,TB@STL,1,FG,ML,,0.5360,AWAY,-118,,,AWAY,1,,,0.215296,0.623621,away_fav,day,1,,
2250047,2026-03-29,TB@STL,1,FG,RL,0.43,,HOME,-1.5/-142,,,AWAY,0,-3.57,3.57,,,away_fav,day,1,,
2250047,2026-03-29,TB@STL,1,FG,TOTAL,7.50,0.5788,OVER,7.5,,,OVER,1,-10.50,10.50,0.177409,0.546798,away_fav,day,1,,
2250048,2026-03-29,WSH@CHC,1,FG,ML,,0.3606,HOME,+197,,,AWAY,0,,,0.408832,1.019986,home_fav,day,1,,
2250048,2026-03-29,WSH@CHC,1,FG,RL,-1.64,,HOME,+1.5/+105,,,AWAY,0,-4.64,4.64,,,home_fav,day,1,,
2250048,2026-03-29,WSH@CHC,1,FG,TOTAL,9.00,0.4360,UNDER,9,,,PUSH,,0.00,0.00,,,home_fav,day,1,push,
2250049,2026-03-29,CLE@SEA,1,FG,ML,,0.4551,HOME,+119,,,HOME,1,,,0.207116,0.607153,home_fav,night,1,,
2250049,2026-03-29,CLE@SEA,1,FG,RL,-0.50,,AWAY,+1.5/+143,,,HOME,0,7.50,7.50,,,home_fav,night,1,,
2250049,2026-03-29,CLE@SEA,1,FG,TOTAL,7.50,0.5005,OVER,7.5,,,OVER,1,-0.50,0.50,0.249500,0.692148,home_fav,night,1,,
2250050,2026-03-30,MIN@KC,1,FG,ML,,0.4749,HOME,+139,,,HOME,1,,,0.225530,0.644167,home_fav,day,1,,
2250050,2026-03-30,MIN@KC,1,FG,RL,-0.28,,AWAY,+1.5/+160,,,HOME,0,1.72,1.72,,,home_fav,day,1,,
2250050,2026-03-30,MIN@KC,1,FG,TOTAL,10.00,0.2441,UNDER,10,,,UNDER,1,6.00,6.00,0.059585,0.279846,home_fav,day,1,,
2250051,2026-03-30,TEX@BAL,1,FG,ML,,0.4694,HOME,+109,,,AWAY,0,,,0.281536,0.756300,home_fav,night,1,,
2250051,2026-03-30,TEX@BAL,1,FG,RL,-0.37,,AWAY,+1.5/+147,,,AWAY,1,-3.37,3.37,,,home_fav,night,1,,
2250051,2026-03-30,TEX@BAL,1,FG,TOTAL,9.00,0.4283,UNDER,9,,,UNDER,1,2.00,2.00,0.183441,0.559141,home_fav,night,1,,
2250052,2026-03-30,PIT@CIN,1,FG,ML,,0.4551,HOME,+113,,,HOME,1,,,0.207116,0.607153,home_fav,night,1,,
2250052,2026-03-30,PIT@CIN,1,FG,RL,-0.50,,AWAY,+1.5/+143,,,HOME,0,1.50,1.50,,,home_fav,night,1,,
2250052,2026-03-30,PIT@CIN,1,FG,TOTAL,8.50,0.4235,UNDER,8.5,,,UNDER,1,6.50,6.50,0.179352,0.550780,home_fav,night,1,,
2250053,2026-03-30,WSH@PHI,1,FG,ML,,0.4529,HOME,+146,,,AWAY,0,,,0.299318,0.792084,home_fav,night,1,,
2250053,2026-03-30,WSH@PHI,1,FG,RL,-0.63,,AWAY,+1.5/+128,,,AWAY,1,-11.63,11.63,,,home_fav,night,1,,
2250053,2026-03-30,WSH@PHI,1,FG,TOTAL,9.00,0.5782,OVER,9,,,OVER,1,-6.00,6.00,0.177915,0.547835,home_fav,night,1,,
2250054,2026-03-30,CWS@MIA,1,FG,ML,,0.4636,HOME,+123,,,AWAY,0,,,0.287725,0.768733,home_fav,night,1,,
2250054,2026-03-30,CWS@MIA,1,FG,RL,-0.42,,AWAY,+1.5/+144,,,AWAY,1,-5.42,5.42,,,home_fav,night,1,,
2250054,2026-03-30,CWS@MIA,1,FG,TOTAL,8.00,0.5174,OVER,8,,,OVER,1,-5.00,5.00,0.232903,0.658939,home_fav,night,1,,
2250055,2026-03-30,COL@TOR,1,FG,ML,,0.3813,HOME,+234,,,AWAY,0,,,0.382790,0.964169,home_fav,night,1,,
2250055,2026-03-30,COL@TOR,1,FG,RL,-1.60,,HOME,+1.5/+104,,,AWAY,0,-10.60,10.60,,,home_fav,night,1,,
2250055,2026-03-30,COL@TOR,1,FG,TOTAL,8.00,0.6454,OVER,8,,,OVER,1,-11.00,11.00,0.125741,0.437885,home_fav,night,1,,
2250056,2026-03-30,ATH@ATL,1,FG,ML,,0.4717,HOME,+113,,,HOME,1,,,0.222501,0.638091,home_fav,night,1,,
2250056,2026-03-30,ATH@ATL,1,FG,RL,-0.32,,AWAY,+1.5/+149,,,HOME,0,3.68,3.68,,,home_fav,night,1,,
2250056,2026-03-30,ATH@ATL,1,FG,TOTAL,9.00,0.4271,UNDER,9,,,UNDER,1,5.00,5.00,0.182414,0.557044,home_fav,night,1,,
2250057,2026-03-30,LAA@CHC,1,FG,ML,,0.4347,HOME,+159,,,HOME,1,,,0.188964,0.570399,home_fav,night,1,,
2250057,2026-03-30,LAA@CHC,1,FG,RL,-0.79,,AWAY,+1.5/+128,,,HOME,0,4.21,4.21,,,home_fav,night,1,,
2250057,2026-03-30,LAA@CHC,1,FG,TOTAL,10.00,0.3472,UNDER,10,,,UNDER,1,1.00,1.00,0.120548,0.426484,home_fav,night,1,,
2250058,2026-03-30,TB@MIL,1,FG,ML,,0.4385,HOME,+135,,,AWAY,0,,,0.315282,0.824395,home_fav,night,1,,
2250058,2026-03-30,TB@MIL,1,FG,RL,-0.77,,AWAY,+1.5/+126,,,AWAY,1,-1.77,1.77,,,home_fav,night,1,,
2250058,2026-03-30,TB@MIL,1,FG,TOTAL,8.00,0.5770,OVER,8,,,UNDER,0,3.00,3.00,0.332929,0.860383,home_fav,night,1,,
2250059,2026-03-30,NYM@STL,1,FG,ML,,0.4797,HOME,-156,,,AWAY,0,,,0.270712,0.734594,away_fav,night,1,,
2250059,2026-03-30,NYM@STL,1,FG,RL,-0.22,,HOME,-1.5/-181,,,AWAY,0,-2.22,2.22,,,away_fav,night,1,,
2250059,2026-03-30,NYM@STL,1,FG,TOTAL,9.00,0.4127,UNDER,9,,,UNDER,1,3.00,3.00,0.170321,0.532220,away_fav,night,1,,
2250060,2026-03-30,BOS@HOU,1,FG,ML,,0.5379,AWAY,-131,,,HOME,0,,,0.289336,0.771974,away_fav,night,1,,
2250060,2026-03-30,BOS@HOU,1,FG,RL,0.48,,HOME,-1.5/-137,,,HOME,1,7.48,7.48,,,away_fav,night,1,,
2250060,2026-03-30,BOS@HOU,1,FG,TOTAL,8.50,0.5634,OVER,8.5,,,OVER,1,-0.50,0.50,0.190620,0.573765,away_fav,night,1,,
2250061,2026-03-30,SF@SD,1,FG,ML,,0.4408,HOME,-102,,,AWAY,0,,,0.312705,0.819164,away_fav,night,1,,
2250061,2026-03-30,SF@SD,1,FG,RL,-0.68,,HOME,-1.5/-210,,,HOME,1,-1.68,1.68,,,away_fav,night,1,,
2250061,2026-03-30,SF@SD,1,FG,TOTAL,8.50,0.4739,UNDER,8.5,,,UNDER,1,3.50,3.50,0.224581,0.642264,away_fav,night,1,,
2250062,2026-03-30,NYY@SEA,1,FG,ML,,0.4299,HOME,-117,,,HOME,1,,,0.184814,0.561943,away_fav,night,1,,
2250062,2026-03-30,NYY@SEA,1,FG,RL,-0.77,,HOME,-1.5/-227,,,HOME,1,0.23,0.23,,,away_fav,night,1,,
2250062,2026-03-30,NYY@SEA,1,FG,TOTAL,7.50,0.4973,UNDER,7.5,,,UNDER,1,4.50,4.50,0.247307,0.687762,away_fav,night,1,,
2250063,2026-03-30,CLE@LAD,1,FG,ML,,0.4142,HOME,+163,,,AWAY,0,,,0.343162,0.881406,home_fav,night,1,,
2250063,2026-03-30,CLE@LAD,1,FG,RL,-0.98,,AWAY,+1.5/+120,,,AWAY,1,-2.98,2.98,,,home_fav,night,1,,
2250063,2026-03-30,CLE@LAD,1,FG,TOTAL,9.00,0.4090,UNDER,9,,,UNDER,1,3.00,3.00,0.167281,0.525939,home_fav,night,1,,
2252334,2026-03-30,DET@ARI,1,FG,ML,,0.4305,HOME,+102,,,HOME,1,,,0.185330,0.562996,home_fav,night,1,,
2252334,2026-03-30,DET@ARI,1,FG,RL,-0.89,,HOME,-1.5/+209,,,HOME,1,2.11,2.11,,,home_fav,night,1,,
2252334,2026-03-30,DET@ARI,1,FG,TOTAL,9.00,0.5173,OVER,9,,,OVER,1,-6.00,6.00,0.232999,0.659132,home_fav,night,1,,
2250064,2026-03-31,TEX@BAL,1,FG,ML,,0.5918,AWAY,-126,,,AWAY,1,,,0.166627,0.524587,away_fav,night,1,,
2250064,2026-03-31,TEX@BAL,1,FG,RL,1.14,,HOME,-1.5/-112,,,AWAY,0,-1.86,1.86,,,away_fav,night,1,,
2250064,2026-03-31,TEX@BAL,1,FG,TOTAL,8.50,0.5366,OVER,8.5,,,OVER,1,-4.50,4.50,0.214740,0.622502,away_fav,night,1,,
2250065,2026-03-31,PIT@CIN,1,FG,ML,,0.4917,HOME,-118,,,AWAY,0,,,0.258369,0.709887,away_fav,night,1,,
2250065,2026-03-31,PIT@CIN,1,FG,RL,-0.09,,HOME,-1.5/-179,,,AWAY,0,-5.09,5.09,,,away_fav,night,1,,
2250065,2026-03-31,PIT@CIN,1,FG,TOTAL,9.00,0.3561,UNDER,9,,,OVER,0,-2.00,2.00,0.414607,1.032544,away_fav,night,1,,
2250066,2026-03-31,WSH@PHI,1,FG,ML,,0.3833,HOME,+163,,,HOME,1,,,0.146919,0.483373,home_fav,night,1,,
2250066,2026-03-31,WSH@PHI,1,FG,RL,-1.57,,HOME,+1.5/-102,,,AWAY,0,-0.57,0.57,,,home_fav,night,1,,
2250066,2026-03-31,WSH@PHI,1,FG,TOTAL,9.50,0.5100,OVER,9.5,,,UNDER,0,4.50,4.50,0.260100,0.713350,home_fav,night,1,,
2250067,2026-03-31,CWS@MIA,1,FG,ML,,0.3861,HOME,+123,,,HOME,1,,,0.149073,0.487923,home_fav,night,1,,
2250067,2026-03-31,CWS@MIA,1,FG,RL,-1.35,,AWAY,+1.5/+106,,,HOME,0,5.65,5.65,,,home_fav,night,1,,
2250067,2026-03-31,CWS@MIA,1,FG,TOTAL,8.50,0.4848,UNDER,8.5,,,OVER,0,-2.50,2.50,0.265431,0.724019,home_fav,night,1,,
2250068,2026-03-31,COL@TOR,1,FG,ML,,0.4519,HOME,+230,,,HOME,1,,,0.204214,0.601298,home_fav,night,1,,
2250068,2026-03-31,COL@TOR,1,FG,RL,-0.65,,AWAY,+1.5/-127,,,HOME,0,3.35,3.35,,,home_fav,night,1,,
2250068,2026-03-31,COL@TOR,1,FG,TOTAL,8.00,0.6538,OVER,8,,,UNDER,0,2.00,2.00,0.427454,1.060739,home_fav,night,1,,
2250069,2026-03-31,ATH@ATL,1,FG,ML,,0.4125,HOME,+135,,,AWAY,0,,,0.345156,0.885519,home_fav,night,1,,
2250069,2026-03-31,ATH@ATL,1,FG,RL,-1.00,,AWAY,+1.5/+119,,,AWAY,1,-4.00,4.00,,,home_fav,night,1,,
2250069,2026-03-31,ATH@ATL,1,FG,TOTAL,9.00,0.4105,UNDER,9,,,UNDER,1,2.00,2.00,0.168510,0.528481,home_fav,night,1,,
2250070,2026-03-31,LAA@CHC,1,FG,ML,,0.3996,HOME,+119,,,AWAY,0,,,0.360480,0.917291,home_fav,night,1,,
2250070,2026-03-31,LAA@CHC,1,FG,RL,-1.12,,AWAY,+1.5/+115,,,AWAY,1,-3.12,3.12,,,home_fav,night,1,,
2250070,2026-03-31,LAA@CHC,1,FG,TOTAL,7.00,0.5616,OVER,7,,,UNDER,0,5.00,5.00,0.315395,0.824624,home_fav,night,1,,
2250071,2026-03-31,TB@MIL,1,FG,ML,,0.4156,HOME,+110,,,HOME,1,,,0.172723,0.537170,home_fav,night,1,,
2250071,2026-03-31,TB@MIL,1,FG,RL,-1.02,,HOME,-1.5/+229,,,HOME,1,2.98,2.98,,,home_fav,night,1,,
2250071,2026-03-31,TB@MIL,1,FG,TOTAL,7.50,0.5844,OVER,7.5,,,OVER,1,-0.50,0.50,0.172723,0.537170,home_fav,night,1,,
2250072,2026-03-31,NYM@STL,1,FG,ML,,0.5226,AWAY,-153,,,HOME,0,,,0.273111,0.739401,away_fav,night,1,,
2250072,2026-03-31,NYM@STL,1,FG,RL,0.28,,HOME,-1.5/-147,,,HOME,1,3.28,3.28,,,away_fav,night,1,,
2250072,2026-03-31,NYM@STL,1,FG,TOTAL,8.50,0.5344,OVER,8.5,,,UNDER,0,5.50,5.50,0.285583,0.764428,away_fav,night,1,,
2250073,2026-03-31,BOS@HOU,1,FG,ML,,0.4371,HOME,+124,,,HOME,1,,,0.191056,0.574653,home_fav,night,1,,
2250073,2026-03-31,BOS@HOU,1,FG,RL,-0.70,,AWAY,+1.5/+132,,,HOME,0,6.30,6.30,,,home_fav,night,1,,
2250073,2026-03-31,BOS@HOU,1,FG,TOTAL,7.50,0.5155,OVER,7.5,,,OVER,1,-3.50,3.50,0.234740,0.662618,home_fav,night,1,,
2250074,2026-03-31,SF@SD,1,FG,ML,,0.5313,AWAY,-136,,,AWAY,1,,,0.219680,0.632428,away_fav,night,1,,
2250074,2026-03-31,SF@SD,1,FG,RL,0.36,,HOME,-1.5/-146,,,AWAY,0,-5.64,5.64,,,away_fav,night,1,,
2250074,2026-03-31,SF@SD,1,FG,TOTAL,7.50,0.5674,OVER,7.5,,,OVER,1,-4.50,4.50,0.187143,0.566691,away_fav,night,1,,
2250075,2026-03-31,NYY@SEA,1,FG,ML,,0.4972,HOME,-109,,,AWAY,0,,,0.252808,0.698763,away_fav,night,1,,
2250075,2026-03-31,NYY@SEA,1,FG,RL,-0.03,,HOME,-1.5/-179,,,AWAY,0,-5.03,5.03,,,away_fav,night,1,,
2250075,2026-03-31,NYY@SEA,1,FG,TOTAL,7.00,0.5010,OVER,7,,,UNDER,0,2.00,2.00,0.251001,0.695149,away_fav,night,1,,
2250076,2026-03-31,CLE@LAD,1,FG,ML,,0.3987,HOME,+226,,,HOME,1,,,0.158962,0.508661,home_fav,night,1,,
2250076,2026-03-31,CLE@LAD,1,FG,RL,-1.07,,AWAY,+1.5/-118,,,HOME,0,1.93,1.93,,,home_fav,night,1,,
2250076,2026-03-31,CLE@LAD,1,FG,TOTAL,8.00,0.4146,UNDER,8,,,UNDER,1,3.00,3.00,0.171893,0.535460,home_fav,night,1,,
2252346,2026-03-31,DET@ARI,1,FG,ML,,0.4597,HOME,-104,,,HOME,1,,,0.211324,0.615631,away_fav,night,1,,
2252346,2026-03-31,DET@ARI,1,FG,RL,-0.55,,HOME,-1.5/-185,,,HOME,1,1.45,1.45,,,away_fav,night,1,,
2252346,2026-03-31,DET@ARI,1,FG,TOTAL,9.50,0.5081,OVER,9.5,,,OVER,1,-2.50,2.50,0.241966,0.677077,away_fav,night,1,,
2250077,2026-04-01,ATH@ATL,1,FG,ML,,0.4181,HOME,+184,,,HOME,1,,,0.174808,0.541457,home_fav,day,1,,
2250077,2026-04-01,ATH@ATL,1,FG,RL,-0.90,,AWAY,+1.5/+124,,,HOME,0,3.10,3.10,,,home_fav,day,1,,
2250077,2026-04-01,ATH@ATL,1,FG,TOTAL,7.50,0.5015,OVER,7.5,,,UNDER,0,1.50,1.50,0.251502,0.696152,home_fav,day,1,,
2250078,2026-04-01,TEX@BAL,1,FG,ML,,0.4639,HOME,+100,,,HOME,1,,,0.215203,0.623435,home_fav,day,1,,
2250078,2026-04-01,TEX@BAL,1,FG,RL,-0.37,,HOME,-1.5/+205,,,HOME,1,4.63,4.63,,,home_fav,day,1,,
2250078,2026-04-01,TEX@BAL,1,FG,TOTAL,8.50,0.3598,UNDER,8.5,,,OVER,0,-2.50,2.50,0.409856,1.022207,home_fav,day,1,,
2250079,2026-04-01,PIT@CIN,1,FG,ML,,0.4899,HOME,-165,,,AWAY,0,,,0.260202,0.713554,away_fav,day,1,,
2250079,2026-04-01,PIT@CIN,1,FG,RL,-0.11,,HOME,-1.5/-183,,,AWAY,0,-5.11,5.11,,,away_fav,day,1,,
2250079,2026-04-01,PIT@CIN,1,FG,TOTAL,7.50,0.4589,UNDER,7.5,,,OVER,0,-3.50,3.50,0.292789,0.778923,away_fav,day,1,,
2250080,2026-04-01,WSH@PHI,1,FG,ML,,0.3285,HOME,+229,,,HOME,1,,,0.107912,0.398241,home_fav,day,1,,
2250080,2026-04-01,WSH@PHI,1,FG,RL,-2.21,,HOME,+1.5/+125,,,AWAY,0,-1.21,1.21,,,home_fav,day,1,,
2250080,2026-04-01,WSH@PHI,1,FG,TOTAL,8.00,0.5875,OVER,8,,,OVER,1,-3.00,3.00,0.170156,0.531879,home_fav,day,1,,
2250081,2026-04-01,COL@TOR,1,FG,ML,,0.3975,HOME,+247,,,AWAY,0,,,0.363006,0.922560,home_fav,day,1,,
2250081,2026-04-01,COL@TOR,1,FG,RL,-1.18,,AWAY,+1.5/-112,,,AWAY,1,-2.18,2.18,,,home_fav,day,1,,
2250081,2026-04-01,COL@TOR,1,FG,TOTAL,7.50,0.5327,OVER,7.5,,,UNDER,0,4.50,4.50,0.283769,0.760784,home_fav,day,1,,
2250082,2026-04-01,CWS@MIA,1,FG,ML,,0.4488,HOME,+123,,,HOME,1,,,0.201421,0.595658,home_fav,day,1,,
2250082,2026-04-01,CWS@MIA,1,FG,RL,-0.57,,AWAY,+1.5/+140,,,HOME,0,9.43,9.43,,,home_fav,day,1,,
2250082,2026-04-01,CWS@MIA,1,FG,TOTAL,7.50,0.5042,OVER,7.5,,,OVER,1,-2.50,2.50,0.245818,0.684782,home_fav,day,1,,
2250083,2026-04-01,NYM@STL,1,FG,ML,,0.5207,AWAY,-172,,,HOME,0,,,0.271128,0.735429,away_fav,day,1,,
2250083,2026-04-01,NYM@STL,1,FG,RL,0.24,,HOME,-1.5/-153,,,HOME,1,1.24,1.24,,,away_fav,day,1,,
2250083,2026-04-01,NYM@STL,1,FG,TOTAL,7.50,0.5427,OVER,7.5,,,UNDER,0,4.50,4.50,0.294523,0.782416,away_fav,day,1,,
2250084,2026-04-01,TB@MIL,1,FG,ML,,0.4673,HOME,+119,,,HOME,1,,,0.218369,0.629797,home_fav,day,1,,
2250084,2026-04-01,TB@MIL,1,FG,RL,-0.39,,AWAY,+1.5/+143,,,HOME,0,5.61,5.61,,,home_fav,day,1,,
2250084,2026-04-01,TB@MIL,1,FG,TOTAL,7.00,0.6483,OVER,7,,,OVER,1,-3.00,3.00,0.123693,0.433402,home_fav,day,1,,
2250085,2026-04-01,BOS@HOU,1,FG,ML,,0.4912,HOME,-156,,,HOME,1,,,0.241277,0.675700,away_fav,day,1,,
2250085,2026-04-01,BOS@HOU,1,FG,RL,-0.10,,HOME,-1.5/-176,,,HOME,1,1.90,1.90,,,away_fav,day,1,,
2250085,2026-04-01,BOS@HOU,1,FG,TOTAL,7.00,0.5675,OVER,7,,,OVER,1,-3.00,3.00,0.187056,0.566515,away_fav,day,1,,
2250086,2026-04-01,LAA@CHC,1,FG,ML,,0.4092,HOME,+139,,,HOME,1,,,0.167445,0.526278,home_fav,day,1,,
2250086,2026-04-01,LAA@CHC,1,FG,RL,-1.00,,AWAY,+1.5/+119,,,HOME,0,3.00,3.00,,,home_fav,day,1,,
2250086,2026-04-01,LAA@CHC,1,FG,TOTAL,6.00,0.6770,OVER,6,,,OVER,1,-2.00,2.00,0.104329,0.390084,home_fav,day,1,,
2250087,2026-04-01,SF@SD,1,FG,ML,,0.4279,HOME,+129,,,HOME,1,,,0.183098,0.558441,home_fav,day,1,,
2250087,2026-04-01,SF@SD,1,FG,RL,-0.78,,AWAY,+1.5/+131,,,HOME,0,5.22,5.22,,,home_fav,day,1,,
2250087,2026-04-01,SF@SD,1,FG,TOTAL,8.00,0.4238,UNDER,8,,,PUSH,,0.00,0.00,,,home_fav,day,1,push,
2250088,2026-04-01,NYY@SEA,1,FG,ML,,0.5034,AWAY,+100,,,AWAY,1,,,0.246612,0.686370,home_fav,day,1,,
2250088,2026-04-01,NYY@SEA,1,FG,RL,0.03,,HOME,-1.5/+168,,,AWAY,0,-1.97,1.97,,,home_fav,day,1,,
2250088,2026-04-01,NYY@SEA,1,FG,TOTAL,7.00,0.5568,OVER,7,,,OVER,1,-1.00,1.00,0.196426,0.585549,home_fav,day,1,,
2250089,2026-04-01,MIN@KC,1,FG,ML,,0.4504,HOME,-120,,,HOME,1,,,0.202860,0.598565,away_fav,night,1,,
2250089,2026-04-01,MIN@KC,1,FG,RL,-0.51,,HOME,-1.5/-213,,,HOME,1,3.49,3.49,,,away_fav,night,1,,
2250089,2026-04-01,MIN@KC,1,FG,TOTAL,8.00,0.4250,UNDER,8,,,OVER,0,-14.00,14.00,0.330625,0.855666,away_fav,night,1,,
2250090,2026-04-01,CLE@LAD,1,FG,ML,,0.3754,HOME,+224,,,AWAY,0,,,0.390125,0.979763,home_fav,night,1,,
2250090,2026-04-01,CLE@LAD,1,FG,RL,-1.30,,AWAY,+1.5/-109,,,AWAY,1,-4.30,4.30,,,home_fav,night,1,,
2250090,2026-04-01,CLE@LAD,1,FG,TOTAL,8.00,0.3952,UNDER,8,,,UNDER,1,3.00,3.00,0.156183,0.502857,home_fav,night,1,,
2252360,2026-04-01,DET@ARI,1,FG,ML,,0.5133,AWAY,-163,,,HOME,0,,,0.263477,0.720107,away_fav,day,1,,
2252360,2026-04-01,DET@ARI,1,FG,RL,0.17,,HOME,-1.5/-154,,,HOME,1,1.17,1.17,,,away_fav,day,1,,
2252360,2026-04-01,DET@ARI,1,FG,TOTAL,7.50,0.6010,OVER,7.5,,,UNDER,0,6.50,6.50,0.361201,0.918794,away_fav,day,1,,
2250091,2026-04-02,MIN@KC,1,FG,ML,,0.4512,HOME,+129,,,AWAY,0,,,0.301181,0.795845,home_fav,day,1,,
2250091,2026-04-02,MIN@KC,1,FG,RL,-0.53,,AWAY,+1.5/+143,,,AWAY,1,-4.53,4.53,,,home_fav,day,1,,
2250091,2026-04-02,MIN@KC,1,FG,TOTAL,9.50,0.3039,UNDER,9.5,,,UNDER,1,3.50,3.50,0.092355,0.362262,home_fav,day,1,,
